customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
InvalidCategory,Male,0.0-badformat,No,No,16.0-badformat,Yes,No-badformat,No,No internet service,No internet service,No internet service,No internet service,InvalidCategory,No internet service,Two year-badformat,No,Credit card (automatic),,326.8,No
8091-TTVAX-badformat,Male,0.0,Yes,No,58.0,Yes,Yes-badformat,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),100.35,5681.1,No
0280-XJGEX,Male,0.0,No,No,49.0,Yes,Yes,Fiber optic,InvalidCategory,Yes,Yes,No,Yes,Yes-badformat,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,Yes
5129-JLPIS,Male,0.0,,No,InvalidCategory,,No,Fiber optic,Yes,No,InvalidCategory,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,InvalidCategory,No
3655-SNQYZ,Female,0.0,Yes,InvalidCategory,69.0,Yes,Yes,Fiber optic-badformat,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic)-badformat,113.25,7895.15-badformat,
InvalidCategory,Female,0.0,No,No,52.0,Yes,No,No,No internet service,No internet service-badformat,InvalidCategory,No internet service,No internet service,No internet service-badformat,One year,No,Mailed check-badformat,20.65,1022.95,No
9959-WOFKT-badformat,Male,0.0,No-badformat,Yes,InvalidCategory,Yes,Yes,Fiber optic,Yes,No,Yes-badformat,No,Yes,Yes,Two year,No,Bank transfer (automatic),106.7,,No
4190-MFLUW,,0.0,Yes,Yes,InvalidCategory,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2-badformat,528.35,Yes
4183-MYFRB,,0.0,No,No,21.0,Yes-badformat,No,Fiber optic,No,Yes,Yes,No,No,Yes,InvalidCategory,Yes,Electronic check,90.05,1862.9,No
8779-QRDMV,Male,1.0,No,No,1.0,No,No phone service,DSL,No,No,Yes,No,,Yes,Month-to-month,Yes,Electronic check,39.65,39.65,Yes
1680-VDCWW,Male,0.0,Yes-badformat,No,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,202.25,No
1066-JKSGK,Male-badformat,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service-badformat,InvalidCategory,No internet service,No internet service,No internet service,InvalidCategory,No,Mailed check,20.15,20.15,Yes
3638-WEABW,Female,0.0,Yes,No,58.0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,InvalidCategory,Credit card (automatic),59.9,,No
6322-HRPFA,Male,0.0,Yes,Yes,InvalidCategory,Yes,No,DSL,Yes,Yes-badformat,No,Yes,No,No,,No,Credit card (automatic),59.6,2970.3,No-badformat
6865-JZNKO,Female,0.0,No,No,30.0,,No,DSL,Yes,Yes,nan-badformat,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1530.6,No
6467-CHFZW,Male,0.0-badformat,nan-badformat,Yes,47.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,,Month-to-month,Yes,Electronic check,99.35,4749.15,Yes
8665-UTDHZ,Male,0.0,Yes,Yes,1.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,InvalidCategory,Electronic check,,30.2,Yes
5248-YGIJN,Male,0.0,Yes,InvalidCategory,72.0,Yes-badformat,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.45-badformat,No
8773-HHUOZ,,0.0,No,Yes,17.0,Yes,InvalidCategory,DSL,InvalidCategory,No,No,No,Yes,Yes,Month-to-month,Yes,,64.7-badformat,1093.1,Yes
3841-NFECX,Female,1.0,Yes,No,InvalidCategory,Yes,Yes,Fiber optic,Yes,,Yes,Yes,No-badformat,No,Two year-badformat,Yes,Credit card (automatic),96.35,6766.95,No
4929-XIHVW,Male,InvalidCategory,Yes,No,InvalidCategory,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,,Yes-badformat,Credit card (automatic),95.5,181.65,No
6827-IEAUQ,Female,InvalidCategory,,Yes,27.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,,No,Mailed check,66.15,1874.45,No
7310-EGVHZ,Male,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service-badformat,No internet service,Month-to-month,No,Bank transfer (automatic),20.2,20.2,No
3413-BMNZE,Male,1.0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,InvalidCategory,45.25,45.25,No-badformat
6234-RAAPL,Female,0.0,Yes,Yes,InvalidCategory,Yes-badformat,InvalidCategory,Fiber optic,InvalidCategory,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7251.7,No
6047-YHPVI,Male,0.0,No,No,InvalidCategory,Yes,No,Fiber optic,No,No,No,InvalidCategory,No,No,Month-to-month,Yes,Electronic check,69.7-badformat,316.9-badformat,Yes
InvalidCategory,Female,InvalidCategory,No,No,46.0,Yes,No-badformat,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),InvalidCategory,3548.3,No
5380-WJKOV,Male,0.0,InvalidCategory,No,34.0-badformat,Yes,Yes,InvalidCategory,No,Yes,Yes,No,,Yes,Month-to-month,,Electronic check,106.35,3549.25,
8168-UQWWF,Female,0.0,No,No,InvalidCategory,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,Yes
8865-TNMNX,Male,0.0,InvalidCategory,Yes,10.0,Yes,No,DSL,InvalidCategory,Yes,No,,No,No,One year,InvalidCategory,Mailed check,49.55,475.7,No
9489-DEDVP,Female,0.0,Yes,Yes,70.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,,No
9867-JCZSP,Female,0.0-badformat,Yes,Yes,17.0,Yes,No,No,No internet service-badformat,No internet service,No internet service,No internet service,InvalidCategory,No internet service,One year,No,Mailed check,20.75,418.25,No
4671-VJLCL,Female,0.0,,No,63.0,Yes,Yes,DSL,Yes-badformat,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85-badformat,4861.45,No
4080-IIARD,Female,0.0,Yes,InvalidCategory,13.0,Yes,InvalidCategory,DSL,Yes-badformat,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,981.45,No
3714-NTNFO,Female,0.0,No,InvalidCategory,49.0,Yes,Yes-badformat,Fiber optic,,No,No,No-badformat,No,Yes,,Yes,InvalidCategory,,3906.7,No
5948-UJZLF,Male,0.0,No,No,2.0,Yes,No-badformat,DSL,No,Yes,No,No,No,No,Month-to-month,No-badformat,Mailed check,49.25,97,InvalidCategory
7760-OYPDY,Female-badformat,0.0-badformat,No,No,2.0,Yes,InvalidCategory,Fiber optic,No,InvalidCategory,No,,Yes,No,,Yes,Electronic check,80.65,144.15,Yes-badformat
,Male,0.0,No,No,52.0,Yes,Yes,DSL,Yes,No,No,Yes,InvalidCategory,Yes,Two year,InvalidCategory,Credit card (automatic),79.75,4217.8,No
2954-PIBKO,Female,0.0,Yes,Yes,69.0,,Yes,DSL,Yes,No,Yes,Yes,No,No,,Yes,Credit card (automatic),64.15,4254.1,No
8012-SOUDQ,InvalidCategory,1.0,,No,43.0,,InvalidCategory,,No,Yes,No,No,Yes,No,Month-to-month-badformat,Yes,Electronic check,90.25,3838.75,No
9420-LOJKX,Female,0.0,No,No,15.0,Yes,No,Fiber optic,,Yes,No-badformat,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,Yes
6575-SUVOI,,1.0,Yes,No,25.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes-badformat,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65,No
,Female,1.0,Yes,No,8.0,Yes,Yes,Fiber optic,No-badformat,,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,Yes
InvalidCategory,Female,,Yes,Yes,60.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,,Yes,Credit card (automatic),74.85,4456.35,No
1658-BYGOY,InvalidCategory,1.0,No,No,18.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,InvalidCategory,Month-to-month,Yes,,95.45,1752.55,Yes
8769-KKTPH,Female,0.0,Yes,Yes-badformat,63.0,Yes,Yes,Fiber optic,Yes,No,No,No,InvalidCategory,Yes,One year-badformat,Yes,Credit card (automatic)-badformat,99.65-badformat,6311.2,No
5067-XJQFU,InvalidCategory,1.0,Yes,Yes,66.0,Yes,Yes,Fiber optic-badformat,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,No
3957-SQXML,Female,0.0,Yes,Yes,34.0,,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Credit card (automatic),24.95,894.3,No
5954-BDFSG,Female,0.0,No,No,72.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes-badformat,Credit card (automatic),107.5,7853.7,No-badformat
0434-CSFON,Female,InvalidCategory,Yes,No,47.0,Yes,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,InvalidCategory,4707.1,No
1215-FIGMP,Male,0.0,InvalidCategory,,60.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,InvalidCategory,Month-to-month-badformat,,Bank transfer (automatic),89.9,5450.7,No
0526-SXDJP,Male,0.0,Yes,No,72.0,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year-badformat,No,InvalidCategory,42.1,,No
0557-ASKVU,Female,0.0,Yes,Yes,18.0,Yes,InvalidCategory,DSL,No,No,Yes,Yes,No,,One year,Yes,Credit card (automatic),54.4,957.1,No
5698-BQJOH,Female,0.0,No,No,9.0,Yes,Yes,Fiber optic,InvalidCategory,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,Yes
5122-CYFXA,Female,0.0,No,No,,,No,DSL,No,Yes,No,Yes-badformat,Yes,Yes,,Yes,Electronic check,,244.1,No
8627-ZYGSZ,Male,0.0,Yes,No,47.0-badformat,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,,78.9,3650.35,No
3410-YOQBQ,Female,0.0,No,No,31.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.2-badformat,2497.2,No
3170-NMYVV,Female,0.0,Yes,Yes,50.0,Yes,No,No,No internet service,nan-badformat,No internet service,No internet service,No internet service,No internet service,Two year,InvalidCategory,Bank transfer (automatic),20.15,930.9,No
7410-OIEDU,,0.0-badformat,No,No,10.0,Yes,No,Fiber optic,Yes,No,,No,No,No,Month-to-month,Yes,Mailed check,79.85,887.35,No
2273-QCKXA,Male,0.0,No,No,1.0-badformat,Yes,No,DSL,No,No,No,Yes,No,No-badformat,Month-to-month,No,Mailed check,InvalidCategory,49.05,No
0731-EBJQB,Female,0.0,Yes,Yes,52.0,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,Yes,Electronic check,20.4,1090.65,No
1891-QRQSA,Male,,Yes,Yes,64.0,Yes,Yes,Fiber optic,Yes,No-badformat,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,7099-badformat,No
8028-PNXHQ,Male,0.0,Yes,Yes,62.0,Yes,Yes,No,No internet service,No internet service-badformat,No internet service,,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,No
5630-AHZIL,Female,InvalidCategory,No,InvalidCategory,,Yes,No,DSL,Yes,No,No,Yes,No,InvalidCategory,Month-to-month-badformat,Yes,Bank transfer (automatic),64.5,,No
2673-CXQEU,Female,1.0,No-badformat,InvalidCategory,56.0,Yes,Yes,Fiber optic,Yes,Yes,,No,Yes,Yes,One year,No,,,6139.5,No
,Female,0.0,No,InvalidCategory,46.0,Yes,No,DSL,No,No,No,No-badformat,No,Yes,One year,InvalidCategory,Credit card (automatic),55.65,2688.85,No
5590-ZSKRV,Female,0.0-badformat,Yes,Yes,8.0,Yes,No,DSL-badformat,Yes,InvalidCategory,No,No,No,No,Month-to-month,No,Mailed check,54.65,482.25,No
,Male,1.0,No,No,InvalidCategory,Yes,No,DSL,Yes,Yes,InvalidCategory,No,InvalidCategory,Yes,Month-to-month,Yes,Electronic check,74.75,2111.3,No
3887-PBQAO,Female,0.0,Yes,Yes,45.0,Yes,Yes,No,No internet service,No internet service,,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.9,1216.6,No
5919-TMRGD-badformat,Female,0.0,No,Yes,1.0,Yes,No-badformat,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35-badformat,InvalidCategory
8108-UXRQN,Female,0.0,Yes,Yes,11.0,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35,No
9191-MYQKX,Female,InvalidCategory,Yes,No,7.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes-badformat,InvalidCategory,75.15-badformat,496.9,Yes
9919-YLNNG,Female-badformat,0.0-badformat,No-badformat,No,42.0,Yes,No,Fiber optic,No,Yes,Yes-badformat,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5,No
0318-ZOPWS,Female,0.0,Yes,No-badformat,49.0,Yes-badformat,No,No,No internet service,InvalidCategory,No internet service,No internet service,No internet service-badformat,No internet service,Two year,Yes,Bank transfer (automatic),20.15,973.35,No
InvalidCategory,Male,0.0,No,No,9.0,nan-badformat,Yes,Fiber optic,No-badformat,Yes,InvalidCategory,InvalidCategory,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,No
4808-YNLEU,Female,0.0,Yes,No,35.0,Yes,,DSL,Yes,No,No,No,Yes-badformat,No,One year,Yes,Bank transfer (automatic),62.15-badformat,2215.45,No
1862-QRWPE,Female,InvalidCategory,Yes,Yes,48.0,Yes,InvalidCategory,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,InvalidCategory,No,Bank transfer (automatic),20.65,1057,No-badformat
2796-NNUFI-badformat,Female,0.0,Yes,Yes,46.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,927.1,No
3016-KSVCP,Male-badformat,0.0,Yes,,29.0,No-badformat,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,No
4767-HZZHQ,Male,0.0,Yes,Yes,30.0,Yes,No,Fiber optic-badformat,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,No-badformat
2424-WVHPL,Male,1.0,No,No,1.0,Yes,No-badformat,Fiber optic,,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.7,74.7,No
7233-PAHHL,Male,0.0,Yes,Yes,66.0,Yes,Yes,DSL,Yes,No,Yes,InvalidCategory,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,No
6067-NGCEU,Female,0.0,No,No,65.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.05,7107,No
,Male,0.0,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,7459.05,No-badformat
8637-XJIVR,Female,0.0,No,,12.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check-badformat,78.95,927.35,Yes
9803-FTJCG,Male,0.0,Yes,Yes,71.0,InvalidCategory,Yes,DSL,Yes,Yes,,Yes,No-badformat,No,One year,,,InvalidCategory,4748.7,No
0278-YXOOG,Male,0.0,No,No,5.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,Yes
3212-KXOCR,Male,0.0,No-badformat,,52.0,Yes,No,InvalidCategory,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1107.2,No
4598-XLKNJ,Female,1.0,Yes,No,25.0,Yes,No,Fiber optic,No-badformat,Yes,Yes,No,,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,Yes
6380-ARCEH,Male,0.0,InvalidCategory,No,1.0,Yes,No,No,No internet service,No internet service,InvalidCategory,No internet service,No internet service,No internet service,InvalidCategory,No,Mailed check,20.2,20.2,InvalidCategory
3679-XASPY,Female,0.0,Yes,Yes,InvalidCategory,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,No
7123-WQUHX,nan-badformat,0.0,No-badformat,No,38.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6,No
5386-THSLQ,Female,1.0,Yes,No,66.0-badformat,No,No phone service,DSL,No-badformat,Yes,,No,Yes,No,,No,Bank transfer (automatic)-badformat,45.55,3027.25,
3192-NQECA,InvalidCategory,0.0-badformat,Yes,InvalidCategory,InvalidCategory,Yes,Yes-badformat,Fiber optic,No,nan-badformat,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,Yes
6180-YBIQI-badformat,Male,0.0,No,No,5.0,No,No phone service,DSL,,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,No
6728-DKUCO,InvalidCategory,0.0,Yes,Yes,72.0,nan-badformat,Yes,,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,No
9750-BOOHV,Female,0.0,No,No,32.0,No,No phone service,DSL,InvalidCategory,No,No,No,No-badformat,,One year,No,Mailed check,30.15,927.65,No
8597-CWYHH,Male,0.0,InvalidCategory,No,43.0,Yes,Yes,Fiber optic-badformat,No,No,No,No,Yes,Yes,One year,No,,94.35,3921.3,nan-badformat
2848-YXSMW-badformat,Male-badformat,0.0-badformat,Yes,nan-badformat,72.0-badformat,Yes,No,No,No internet service,No internet service,No internet service-badformat,No internet service,No internet service,No internet service,,No,Credit card (automatic),19.4,1363.25,No
0486-HECZI,Male,0.0,Yes,No,55.0-badformat,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,InvalidCategory,Electronic check,InvalidCategory,5238.9,Yes
4549-ZDQYY,Female,0.0,No,,52.0,Yes,No,DSL-badformat,Yes,No,Yes,Yes,InvalidCategory,No,One year,No,Credit card (automatic),57.95,3042.25,No
5712-AHQNN,Female,0.0,InvalidCategory,,43.0,Yes,No,Fiber optic,No,InvalidCategory,Yes,No,Yes,No,Month-to-month,Yes,InvalidCategory,91.65,InvalidCategory,InvalidCategory
4846-WHAFZ,Female,1.0,Yes,No,37.0,,,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,Yes
5256-SKJGO,Female,0.0,Yes,Yes,64.0,No,No phone service,DSL,No,Yes,No,Yes,Yes-badformat,Yes,Two year,Yes,Electronic check,54.6,3423.5,No
3071-VBYPO,Male,0.0,Yes,Yes,3.0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,InvalidCategory
9560-BBZXK,Female-badformat,0.0,No,No,36.0,No,No phone service,DSL-badformat,Yes,No,No,InvalidCategory,No,No,Two year,No,Bank transfer (automatic),,InvalidCategory,No-badformat
5299-RULOA,Female,0.0,Yes,Yes,10.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,InvalidCategory
,Female,0.0,No,No,41.0,Yes,No,No,No internet service,,No internet service,No internet service,No internet service-badformat,No internet service-badformat,Two year,No,Mailed check,InvalidCategory,835.15,No
9445-ZUEQE,Male,0.0,Yes,Yes,27.0,Yes,Yes,InvalidCategory,No,Yes,No,InvalidCategory,No,No,Month-to-month,Yes,Credit card (automatic),,2151.6,No
,Female,,Yes,Yes,56.0,Yes,Yes,,No,No,Yes,No,Yes,,One year,Yes,Credit card (automatic),99.8,,
2928-HLDBA,Female,0.0,No,No,6.0,InvalidCategory,No,No,No internet service,No internet service,No internet service,No internet service,InvalidCategory,No internet service,Month-to-month,No,Mailed check,20.7,112.75,No
0404-SWRVG,Male,0.0,No,No-badformat,3.0,Yes,Yes,InvalidCategory,No,No,No,No-badformat,No,No,Month-to-month,Yes,Electronic check,74.4,InvalidCategory,Yes
6497-TILVL,Female,0.0,Yes,Yes,7.0,Yes,InvalidCategory,DSL,Yes,No,,No,No,InvalidCategory,Month-to-month,No,Mailed check,50.7,350.35,No
InvalidCategory,Female,0.0,Yes,Yes,4.0,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month-badformat,No,Mailed check,20.85,62.9,No
4622-YNKIJ,Male,0.0,No,No,33.0,Yes,No-badformat,Fiber optic,Yes,No,No,Yes,Yes,InvalidCategory,Two year,Yes,Electronic check,88.95,3027.65,No
4412-YLTKF,Female,1.0,No,No,27.0,Yes,Yes,InvalidCategory,,InvalidCategory,Yes,No,No,No-badformat,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes
6734-PSBAW,Male,0.0-badformat,Yes,No,72.0,Yes-badformat,Yes,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No
3930-ZGWVE,Male,InvalidCategory,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,InvalidCategory,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No
2639-UGMAZ,Male,InvalidCategory,No,No,71.0,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,,56.45,3985.35,No
2876-GZYZC,Female,0.0,No,No,13.0,Yes-badformat,InvalidCategory,Fiber optic,No,No,No,No,InvalidCategory,Yes,,Yes-badformat,Electronic check,85.95,1215.65,No
6207-WIOLX,Female,0.0,InvalidCategory,Yes,25.0,,No phone service,DSL,InvalidCategory,Yes,Yes,InvalidCategory,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes
InvalidCategory,Male,0.0,No,No,67.0,Yes,No,DSL,No,No,InvalidCategory,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,InvalidCategory,No
,,0.0,No,No,1.0,InvalidCategory,,DSL,No,,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes
2372-HWUHI,Male,0.0,No,No,,Yes,No,InvalidCategory,No,No,No,No,No,No,Month-to-month,No,InvalidCategory,44.35,81.25,Yes
7799-LGRDP,Female,0.0,No,No,43.0,InvalidCategory,Yes,No,No internet service,No internet service,,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,InvalidCategory,No
7850-VWJUU,Female,0.0,No,No,23.0,Yes,No,Fiber optic,Yes,No,No,No,No,,Month-to-month,InvalidCategory,Bank transfer (automatic),75.0,1778.5,No
3774-VBNXY,Female,0.0,Yes-badformat,Yes-badformat,64.0,Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,InvalidCategory,1277.75,No
6217-KDYWC,Male,0.0,No,Yes,57.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,No
0390-DCFDQ,Female,1.0,Yes,No,1.0,Yes,No,Fiber optic,No,No,No-badformat,,No,No-badformat,,Yes,Mailed check-badformat,70.45,70.45,Yes
3146-MSEGF,Female,1.0,InvalidCategory,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,,InvalidCategory,Two year,Yes,Credit card (automatic),88.05-badformat,6425.65,No
4080-OGPJL,Female,0.0,,No,8.0,Yes,Yes,InvalidCategory,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes
1095-WGNGG,Female,,Yes,No,,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),,5971.25,No
2636-SJDOU,Male-badformat,0.0,No,No,InvalidCategory,Yes,Yes,Fiber optic,Yes,InvalidCategory,No,InvalidCategory,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No
1131-QQZEB,Male,1.0,Yes,No,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,InvalidCategory,No,Bank transfer (automatic),23.95,1756.2,No
5716-EZXZN,,0.0,Yes,Yes,65.0,,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No
6837-BJYDQ,Male,0.0,No,,3.0,Yes-badformat,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service-badformat,One year,No,Mailed check,19.6,61.35,No
2135-RXIHG,Male,0.0,No,No,1.0,Yes,No,InvalidCategory,InvalidCategory,No,No,No,No,No,InvalidCategory,Yes,Electronic check,45.65,45.65,Yes
6440-DKQGE,Male,0.0,No,Yes,30.0,Yes,No,,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No
3466-BYAVD,Male,0.0,Yes,Yes,15.0,Yes,No,,No,Yes,Yes,InvalidCategory,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No
,Female,0.0,Yes-badformat,Yes,8.0,Yes,No,DSL,InvalidCategory,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,InvalidCategory,,No
3874-EQOEP,Male,0.0,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes
